_1;recno;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Vmag;e_Vmag;Bmag;e_Bmag
 ; ;deg;deg;arcsec;arcsec;mag;mag;mag;mag
----------------------------------------;--------;----------;----------;------;------;------;------;------;------
2348                                    ;27909606;265.145315;-32.377620; 0.673; 1.092;15.257; 0.027;16.285; 0.046

2349;;;;;;;;;

2350                                    ;27909827;264.915458;-32.376634; 0.598; 0.972;14.327; 0.041;15.205; 0.033

2351;;;;;;;;;

2352                                    ;27911131;265.480887;-32.379349; 0.380; 0.625;      ;      ;      ;

2353;;;;;;;;;

2354;;;;;;;;;

2355;;;;;;;;;

2356;;;;;;;;;

2357;;;;;;;;;

2358                                    ;27909621;265.289579;-32.379322; 0.743; 0.546;14.347; 0.037;15.228; 0.040

2359;;;;;;;;;

2360                                    ;27909893;265.049787;-32.379299; 1.029; 0.721;15.641; 0.031;17.199; 0.167

2361;;;;;;;;;

2362                                    ;27909638;265.216391;-32.380050; 0.879; 0.531;15.430; 0.074;16.905; 0.081

2363;;;;;;;;;

2364;;;;;;;;;

2365;;;;;;;;;

2366                                    ;27909619;265.232997;-32.380401; 0.985; 0.812;      ;      ;      ;

2367;;;;;;;;;

2368;;;;;;;;;

2369;;;;;;;;;

2370;;;;;;;;;

2371;;;;;;;;;

2372;;;;;;;;;

2373                                    ;27909816;264.822915;-32.379627; 0.683; 1.115;15.287; 0.052;16.474; 0.056

2374;;;;;;;;;

2375;;;;;;;;;

2376;;;;;;;;;

2377;;;;;;;;;

2378;;;;;;;;;

2379;;;;;;;;;

2380;;;;;;;;;

2381;;;;;;;;;

2382;;;;;;;;;

2383;;;;;;;;;

2384;;;;;;;;;

2385;;;;;;;;;

2386;;;;;;;;;

2387;;;;;;;;;

2388;;;;;;;;;

2389;;;;;;;;;

2390;;;;;;;;;

2391                                    ;27909825;264.900129;-32.382209; 0.266; 0.830;      ;      ;      ;

2392;;;;;;;;;

2393;;;;;;;;;

2394;;;;;;;;;

2395;;;;;;;;;

2396;;;;;;;;;

2397;;;;;;;;;

2398;;;;;;;;;

2399                                    ;27909609;265.180310;-32.384159; 0.393; 0.417;13.566; 0.028;15.331; 0.047

2400;;;;;;;;;

2401                                    ;27909605;265.144692;-32.384501; 0.190; 0.294;13.636; 0.047;14.399; 0.032

2402;;;;;;;;;

2403;;;;;;;;;

2404;;;;;;;;;

2405;;;;;;;;;

2406;;;;;;;;;

2407;;;;;;;;;

2408;;;;;;;;;

2409;;;;;;;;;

2410                                    ;27909839;264.849360;-32.384363; 0.393; 0.567;13.892; 0.023;14.655; 0.028

2411;;;;;;;;;

2412;;;;;;;;;

2413;;;;;;;;;

2414;;;;;;;;;

2415;;;;;;;;;

2416;;;;;;;;;

2417;;;;;;;;;

2418;;;;;;;;;

2419                                    ;27909767;264.965450;-32.386801; 0.217; 0.401;12.389; 0.022;12.998; 0.018

2420;;;;;;;;;

2421;;;;;;;;;

2422;;;;;;;;;

2423;;;;;;;;;

2424;;;;;;;;;

2425;;;;;;;;;

2426;;;;;;;;;

2427;;;;;;;;;

2428;;;;;;;;;

2429                                    ;27909623;265.300857;-32.391462; 0.688; 0.587;15.330; 0.112;16.287; 0.040

2430;;;;;;;;;

2431;;;;;;;;;

2432;;;;;;;;;

2433;;;;;;;;;

2434;;;;;;;;;

2435;;;;;;;;;

2436                                    ;27909762;265.014901;-32.390986; 0.435; 0.851;13.027; 0.019;13.763; 0.047

2437;;;;;;;;;

2438;;;;;;;;;

2439                                    ;27909874;265.045001;-32.391419; 0.347; 0.562;14.141; 0.035;14.923; 0.030

2440                                    ;27909873;265.110944;-32.391950; 0.806; 0.817;15.397; 0.060;16.409; 0.082

2441;;;;;;;;;

2442;;;;;;;;;

2443;;;;;;;;;

2444;;;;;;;;;

2445;;;;;;;;;

2446                                    ;27909554;265.354941;-32.393441; 0.664; 0.550;14.707; 0.062;15.768; 0.064

2447;;;;;;;;;

2448;;;;;;;;;

2449;;;;;;;;;

2450;;;;;;;;;

2451                                    ;27909766;265.020997;-32.393430; 0.766; 0.571;13.047; 0.031;13.759; 0.014

2452                                    ;27909558;265.342352;-32.394361; 0.447; 0.679;14.119; 0.042;16.516; 0.063

2453;;;;;;;;;

2454;;;;;;;;;

2455                                    ;27909813;264.786477;-32.393495; 0.237; 1.830;      ;      ;17.407; 0.129

2456;;;;;;;;;

2457;;;;;;;;;

2458;;;;;;;;;

2459;;;;;;;;;

2460;;;;;;;;;

2461;;;;;;;;;

2462;;;;;;;;;

2463;;;;;;;;;

2464;;;;;;;;;

2465;;;;;;;;;

2466;;;;;;;;;

2467;;;;;;;;;

2468;;;;;;;;;

2469;;;;;;;;;

2470;;;;;;;;;

2471;;;;;;;;;

2472;;;;;;;;;

2473;;;;;;;;;

2474;;;;;;;;;

2475;;;;;;;;;

2476;;;;;;;;;

2477;;;;;;;;;

2478;;;;;;;;;

2479;;;;;;;;;

2480;;;;;;;;;

2481                                    ;27909602;265.195017;-32.398026; 0.454; 0.535;14.704; 0.030;15.608; 0.020

2482;;;;;;;;;

2483                                    ;27911125;265.398446;-32.398155; 0.185; 0.484;12.700; 0.034;14.259; 0.038

2484;;;;;;;;;

2485;;;;;;;;;

2486;;;;;;;;;

2487                                    ;27909823;264.896879;-32.398179; 0.682; 0.775;      ;      ;      ;

2488;;;;;;;;;

2489;;;;;;;;;

2490;;;;;;;;;

2491;;;;;;;;;

2492;;;;;;;;;

2493;;;;;;;;;

2494;;;;;;;;;

2495;;;;;;;;;

2496;;;;;;;;;

2497;;;;;;;;;

2498;;;;;;;;;

2499;;;;;;;;;

2500;;;;;;;;;

2501;;;;;;;;;

2502;;;;;;;;;

2503;;;;;;;;;

2504;;;;;;;;;

2505;;;;;;;;;

2506;;;;;;;;;

2507;;;;;;;;;

2508;;;;;;;;;

2509;;;;;;;;;

2510;;;;;;;;;

2511;;;;;;;;;

2512;;;;;;;;;

2513;;;;;;;;;

2514;;;;;;;;;

2515;;;;;;;;;

2516;;;;;;;;;

2517;;;;;;;;;

2518;;;;;;;;;

2519;;;;;;;;;

2520;;;;;;;;;

2521;;;;;;;;;

2522;;;;;;;;;

2523;;;;;;;;;

2524;;;;;;;;;

2525;;;;;;;;;

2526;;;;;;;;;

2527;;;;;;;;;

2528                                    ;27909821;264.925705;-32.404596; 0.939; 1.164;15.393; 0.021;17.576; 0.176

2529;;;;;;;;;

2530                                    ;27911124;265.395182;-32.406276; 0.722; 0.912;15.722; 0.071;16.953; 0.051

2531;;;;;;;;;

2532;;;;;;;;;

2533;;;;;;;;;

2534;;;;;;;;;

2535;;;;;;;;;

2536;;;;;;;;;

2537;;;;;;;;;

2538;;;;;;;;;

2539;;;;;;;;;

2540;;;;;;;;;

2541;;;;;;;;;

2542;;;;;;;;;

2543;;;;;;;;;

2544;;;;;;;;;

2545;;;;;;;;;

2546;;;;;;;;;

2547                                    ;27909552;265.342228;-32.408412; 0.396; 0.399;14.127; 0.030;15.221; 0.026

2548;;;;;;;;;

2549;;;;;;;;;

2550;;;;;;;;;

2551;;;;;;;;;

2552;;;;;;;;;

2553;;;;;;;;;

2554;;;;;;;;;

2555                                    ;27909601;265.187445;-32.409464; 0.904; 0.935;15.800; 0.057;16.844; 0.049

2556                                    ;27909822;264.884848;-32.408308; 0.865; 0.887;15.971; 0.000;17.157; 0.104

2557;;;;;;;;;

2558                                    ;27909817;264.897788;-32.408762; 0.865; 0.875;15.839; 0.125;16.890; 0.017

2559;;;;;;;;;

2560;;;;;;;;;

2561;;;;;;;;;

2562;;;;;;;;;

2563;;;;;;;;;

2564;;;;;;;;;

2565;;;;;;;;;

2566;;;;;;;;;

2567;;;;;;;;;

2568;;;;;;;;;

2569;;;;;;;;;

2570;;;;;;;;;

2571;;;;;;;;;

2572                                    ;27909867;265.072457;-32.412095; 0.762; 0.746;14.648; 0.024;15.547; 0.037

2573                                    ;27909595;265.132865;-32.412838; 0.872; 0.974;15.280; 0.031;16.394; 0.019
2573                                    ;27909596;265.132904;-32.412536; 0.656; 0.597;15.276; 0.027;16.342; 0.115

2574;;;;;;;;;

2575;;;;;;;;;

2576;;;;;;;;;

2577;;;;;;;;;

2578;;;;;;;;;

2579;;;;;;;;;

2580                                    ;27909583;265.211170;-32.413091; 0.746; 0.494;      ;      ;      ;

2581;;;;;;;;;

2582;;;;;;;;;

2583;;;;;;;;;

2584;;;;;;;;;

2585;;;;;;;;;

2586;;;;;;;;;

2587                                    ;27909593;265.122708;-32.413526; 0.257; 0.408;13.731; 0.036;14.966; 0.034

2588;;;;;;;;;

2589;;;;;;;;;

2590;;;;;;;;;

2591;;;;;;;;;

2592;;;;;;;;;

2593;;;;;;;;;

2594;;;;;;;;;

2595;;;;;;;;;

2596;;;;;;;;;

2597;;;;;;;;;

2598;;;;;;;;;

2599;;;;;;;;;

2600                                    ;27909611;265.241717;-32.415808; 0.612; 0.946;15.338; 0.027;16.281; 0.034

2601                                    ;27909760;264.999504;-32.415265; 0.758; 0.934;      ;      ;17.658; 0.000

2602;;;;;;;;;

2603;;;;;;;;;

2604                                    ;27909597;265.159197;-32.416255; 0.461; 0.633;14.753; 0.046;15.682; 0.040

2605;;;;;;;;;

2606;;;;;;;;;

2607;;;;;;;;;

2608;;;;;;;;;

2609                                    ;27909876;265.060400;-32.416347; 0.243; 0.442;13.682; 0.030;14.638; 0.022

2610;;;;;;;;;

2611                                    ;27909614;265.269062;-32.417346; 0.755; 0.707;14.234; 0.048;16.698; 0.083

2612;;;;;;;;;

2613                                    ;27909591;265.103934;-32.417142; 0.255; 0.379;13.003; 0.031;13.660; 0.033

2614;;;;;;;;;

2615;;;;;;;;;

2616;;;;;;;;;

2617;;;;;;;;;

2618                                    ;27909744;265.043104;-32.418011; 0.571; 0.651;14.739; 0.055;15.949; 0.060

2619;;;;;;;;;

2620;;;;;;;;;

2621;;;;;;;;;

2622;;;;;;;;;

2623;;;;;;;;;

2624;;;;;;;;;

2625;;;;;;;;;

2626;;;;;;;;;

2627;;;;;;;;;

2628                                    ;27909756;264.930363;-32.419872; 1.406; 0.990;16.328; 0.000;17.338; 0.000
2628                                    ;27909757;264.930806;-32.420103; 0.812; 0.802;16.274; 0.000;17.526; 0.145

2629                                    ;27909869;265.090025;-32.421027; 0.687; 0.716;15.384; 0.035;16.574; 0.064

2630;;;;;;;;;

2631;;;;;;;;;

2632;;;;;;;;;

2633;;;;;;;;;

2634;;;;;;;;;

2635;;;;;;;;;

2636;;;;;;;;;

2637;;;;;;;;;

2638                                    ;27909866;265.063615;-32.421039; 0.777; 1.316;15.658; 0.000;16.933; 0.086

2639;;;;;;;;;

2640;;;;;;;;;

2641;;;;;;;;;

2642                                    ;27924762;264.721271;-32.420873; 0.911; 0.873;16.028; 0.000;17.087; 0.000

2643;;;;;;;;;

2644                                    ;27909577;265.189127;-32.423471; 0.982; 0.781;      ;      ;      ;

2645;;;;;;;;;

2646                                    ;27909798;264.864740;-32.422602; 0.695; 1.252;15.522; 0.052;17.885; 0.225

2647;;;;;;;;;

2648                                    ;27909808;264.772390;-32.422088; 0.851; 1.105;15.461; 0.054;16.673; 0.072

2649;;;;;;;;;

2650;;;;;;;;;

2651;;;;;;;;;

2652;;;;;;;;;

2653;;;;;;;;;

2654;;;;;;;;;

2655;;;;;;;;;

2656;;;;;;;;;

2657;;;;;;;;;

2658;;;;;;;;;

2659;;;;;;;;;

2660;;;;;;;;;

2661;;;;;;;;;

2662;;;;;;;;;

2663;;;;;;;;;

2664;;;;;;;;;

2665;;;;;;;;;

2666;;;;;;;;;

2667;;;;;;;;;

2668;;;;;;;;;

2669;;;;;;;;;

2670                                    ;27909820;264.917552;-32.425357; 0.862; 0.642;      ;      ;      ;

2671                                    ;27909610;265.238350;-32.427015; 0.950; 0.543;15.416; 0.089;16.356; 0.138

2672;;;;;;;;;

2673                                    ;27909585;265.221216;-32.426829; 0.372; 0.513;14.543; 0.033;15.427; 0.056

2674;;;;;;;;;

2675;;;;;;;;;

2676;;;;;;;;;

2677;;;;;;;;;

2678                                    ;27909612;265.253520;-32.427664; 1.819; 0.297;16.613; 0.000;17.767; 0.000

2679                                    ;27910501;265.444401;-32.428293; 0.263; 1.374;14.432; 0.025;15.354; 0.017

2680;;;;;;;;;

2681;;;;;;;;;

2682;;;;;;;;;

2683;;;;;;;;;

2684;;;;;;;;;

2685                                    ;27909799;264.871443;-32.427216; 0.857; 1.056;16.174; 0.000;17.529; 0.146

2686;;;;;;;;;

2687;;;;;;;;;

2688;;;;;;;;;

2689;;;;;;;;;

2690                                    ;27909810;264.819455;-32.426543; 0.179; 0.267;12.332; 0.023;13.602; 0.020

2691;;;;;;;;;

2692;;;;;;;;;

2693;;;;;;;;;

2694                                    ;27909743;265.027533;-32.429561; 1.341; 1.001;16.524; 0.095;17.790; 0.124

2695;;;;;;;;;

2696;;;;;;;;;

2697                                    ;27909868;265.086296;-32.429872; 0.268; 0.418;13.171; 0.025;13.927; 0.040

2698;;;;;;;;;

2699                                    ;27909578;265.188849;-32.430585; 0.661; 0.606;13.624; 0.037;14.437; 0.028

2700                                    ;27909797;264.861358;-32.429565; 0.891; 1.197;15.425; 0.105;16.652; 0.087

2701                                    ;27909598;265.160262;-32.430992; 0.242; 0.368;12.991; 0.038;13.578; 0.035

2702;;;;;;;;;

2703;;;;;;;;;

2704                                    ;27909545;265.386185;-32.431981; 1.269; 0.938;15.760; 0.048;17.607; 0.232

2705;;;;;;;;;

2706                                    ;27909576;265.179108;-32.432278; 0.533; 0.305;      ;      ;      ;

2707;;;;;;;;;

2708;;;;;;;;;

2709;;;;;;;;;

2710;;;;;;;;;

2711;;;;;;;;;

2712;;;;;;;;;

2713;;;;;;;;;

2714                                    ;27909736;265.067276;-32.433337; 0.784; 1.359;      ;      ;      ;

2715                                    ;27909599;265.172617;-32.433506; 1.861; 0.545;      ;      ;      ;

2716;;;;;;;;;

2717;;;;;;;;;

2718;;;;;;;;;

2719;;;;;;;;;

2720;;;;;;;;;

2721                                    ;27909539;265.412754;-32.435498; 0.789; 1.247;15.409; 0.056;16.819; 0.018

2722;;;;;;;;;

2723                                    ;27909755;264.924315;-32.434194; 0.705; 0.791;15.154; 0.056;16.249; 0.060

2724;;;;;;;;;

2725;;;;;;;;;

2726;;;;;;;;;

2727;;;;;;;;;

2728                                    ;27909734;265.045586;-32.435173; 0.252; 0.506;13.556; 0.048;14.367; 0.039

2729;;;;;;;;;

2730;;;;;;;;;

2731;;;;;;;;;

2732                                    ;27909550;265.284586;-32.436363; 0.433; 0.784;14.352; 0.071;15.301; 0.039

2733;;;;;;;;;

2734                                    ;27909802;264.792980;-32.434641; 0.278; 0.173;13.653; 0.030;14.416; 0.027

2735;;;;;;;;;

2736;;;;;;;;;

2737;;;;;;;;;

2738                                    ;27909553;265.344109;-32.437670; 0.611; 1.009;15.387; 0.084;16.561; 0.021

2739;;;;;;;;;

2740;;;;;;;;;

2741                                    ;27909584;265.212929;-32.437604; 0.929; 0.914;      ;      ;      ;

2742;;;;;;;;;

2743;;;;;;;;;

2744;;;;;;;;;

2745;;;;;;;;;

2746;;;;;;;;;

2747                                    ;27909740;265.018690;-32.438552; 0.878; 1.225;15.921; 0.000;18.484; 0.000

2748;;;;;;;;;

2749                                    ;27909737;265.070601;-32.439242; 0.786; 0.801;14.639; 0.041;15.574; 0.044

2750;;;;;;;;;

2751;;;;;;;;;

2752;;;;;;;;;

2753;;;;;;;;;

2754;;;;;;;;;

2755                                    ;27909580;265.198730;-32.440800; 0.754; 1.650;      ;      ;      ;
2755                                    ;27909581;265.199052;-32.440374; 0.559; 1.093;16.115; 0.000;17.431; 0.138

2756;;;;;;;;;

2757;;;;;;;;;

2758                                    ;27909796;264.824973;-32.439759; 0.913; 0.930;15.341; 0.023;16.806; 0.022

2759;;;;;;;;;

2760;;;;;;;;;

2761;;;;;;;;;

2762;;;;;;;;;

2763;;;;;;;;;

2764;;;;;;;;;

2765;;;;;;;;;

2766;;;;;;;;;

2767                                    ;27909579;265.189316;-32.442051; 0.354; 0.460;13.886; 0.023;14.814; 0.015

2768;;;;;;;;;

2769;;;;;;;;;

2770;;;;;;;;;

2771;;;;;;;;;

2772;;;;;;;;;

2773                                    ;27909574;265.233577;-32.444137; 0.835; 0.834;15.031; 0.005;18.012; 0.263

2774;;;;;;;;;

2775;;;;;;;;;

2776;;;;;;;;;

2777;;;;;;;;;

2778                                    ;27909754;264.922815;-32.443306; 0.352; 0.831;      ;      ;      ;

2779;;;;;;;;;

2780;;;;;;;;;

2781;;;;;;;;;

2782;;;;;;;;;

2783;;;;;;;;;

2784;;;;;;;;;

2785                                    ;27909588;265.083603;-32.444946; 0.790; 1.085;15.660; 0.060;16.613; 0.089

2786;;;;;;;;;

2787                                    ;27909590;265.111119;-32.445259; 0.922; 0.659;14.990; 0.070;15.804; 0.064

2788;;;;;;;;;

2789;;;;;;;;;

2790;;;;;;;;;

2791                                    ;27909587;265.146325;-32.445555; 0.915; 0.639;14.571; 0.028;15.775; 0.032

2792                                    ;27909735;265.065227;-32.445481; 1.263; 0.975;15.657; 0.048;16.911; 0.137

2793;;;;;;;;;

2794;;;;;;;;;

2795;;;;;;;;;

2796;;;;;;;;;

2797                                    ;27909795;264.824724;-32.444379; 0.587; 0.458;14.322; 0.027;15.534; 0.077

2798;;;;;;;;;

2799;;;;;;;;;

2800;;;;;;;;;

2801;;;;;;;;;

2802;;;;;;;;;

2803;;;;;;;;;

2804;;;;;;;;;

2805;;;;;;;;;

2806                                    ;27909806;264.765571;-32.446346; 1.468; 0.474;16.510; 0.000;17.864; 0.415

2807;;;;;;;;;

2808;;;;;;;;;

2809                                    ;27909531;265.344704;-32.448926; 0.710; 0.924;15.385; 0.056;16.660; 0.107

2810;;;;;;;;;

2811;;;;;;;;;

2812;;;;;;;;;

2813                                    ;27909528;265.335911;-32.448981; 0.327; 0.537;13.864; 0.049;14.715; 0.032

2814;;;;;;;;;

2815;;;;;;;;;

2816;;;;;;;;;

2817                                    ;27909741;265.022331;-32.449093; 0.875; 1.705;16.044; 0.000;17.098; 0.000
2817                                    ;27909742;265.022122;-32.449596; 0.719; 0.991;15.998; 0.000;17.107; 0.144

2818;;;;;;;;;

2819                                    ;27909746;264.943354;-32.449169; 0.439; 0.777;14.492; 0.017;15.224; 0.041

2820;;;;;;;;;

2821;;;;;;;;;

2822;;;;;;;;;

2823;;;;;;;;;

2824                                    ;27909543;265.367414;-32.451308; 0.236; 0.688;13.081; 0.039;13.898; 0.032

2825;;;;;;;;;

2826;;;;;;;;;

2827;;;;;;;;;

2828;;;;;;;;;

2829;;;;;;;;;

2830;;;;;;;;;

2831                                    ;27909791;264.855952;-32.452024; 0.806; 1.210;15.918; 0.015;17.177; 0.139

2832;;;;;;;;;

2833;;;;;;;;;

2834;;;;;;;;;

2835;;;;;;;;;

2836;;;;;;;;;

2837;;;;;;;;;

2838;;;;;;;;;

2839;;;;;;;;;

2840                                    ;27909530;265.342677;-32.455044; 1.325; 0.685;      ;      ;      ;

2841                                    ;27909749;264.958468;-32.452760; 0.233; 0.645;13.013; 0.034;13.712; 0.026

2842                                    ;27909549;265.267806;-32.454087; 0.200; 0.419;12.397; 0.042;13.727; 0.027

2843;;;;;;;;;

2844;;;;;;;;;

2845;;;;;;;;;

2846;;;;;;;;;

2847;;;;;;;;;

2848;;;;;;;;;

2849;;;;;;;;;

2850;;;;;;;;;

2851;;;;;;;;;

2852;;;;;;;;;

2853;;;;;;;;;

2854;;;;;;;;;

2855;;;;;;;;;

2856;;;;;;;;;

2857;;;;;;;;;

2858;;;;;;;;;

2859;;;;;;;;;

2860                                    ;27909793;264.885224;-32.455416; 1.066; 1.128;15.987; 0.097;17.028; 0.027

2861;;;;;;;;;

2862;;;;;;;;;

2863;;;;;;;;;

2864;;;;;;;;;

2865;;;;;;;;;

2866;;;;;;;;;

2867;;;;;;;;;

2868;;;;;;;;;

2869                                    ;27909719;264.908829;-32.457767; 0.802; 0.688;      ;      ;      ;

2870;;;;;;;;;

2871;;;;;;;;;

2872;;;;;;;;;

2873;;;;;;;;;

2874;;;;;;;;;

2875                                    ;27909535;265.402622;-32.460806; 0.916; 1.622;      ;      ;      ;

2876;;;;;;;;;

2877;;;;;;;;;

2878;;;;;;;;;

2879;;;;;;;;;

2880;;;;;;;;;

2881;;;;;;;;;

2882;;;;;;;;;

2883                                    ;27909732;265.035760;-32.460815; 0.351; 0.919;      ;      ;      ;

2884;;;;;;;;;

2885                                    ;27909570;265.180287;-32.461548; 0.894; 0.868;15.458; 0.081;17.030; 0.118

2886;;;;;;;;;

2887;;;;;;;;;

2888;;;;;;;;;

2889;;;;;;;;;

2890;;;;;;;;;

2891                                    ;27909750;264.966298;-32.462643; 0.436; 0.756;14.213; 0.020;14.921; 0.045

2892;;;;;;;;;

2893;;;;;;;;;

2894;;;;;;;;;

2895;;;;;;;;;

2896;;;;;;;;;

2897;;;;;;;;;

2898                                    ;27909788;264.834028;-32.462962; 1.014; 1.190;16.059; 0.049;17.050; 0.053

2899;;;;;;;;;

2900;;;;;;;;;

2901                                    ;27909739;265.011865;-32.464084; 0.702; 0.766;15.355; 0.024;16.260; 0.103

2902;;;;;;;;;

2903;;;;;;;;;

2904                                    ;27909748;264.959714;-32.464803; 0.985; 1.430;16.032; 0.000;17.944; 0.221

2905;;;;;;;;;

2906;;;;;;;;;

2907;;;;;;;;;

2908                                    ;27909785;264.814462;-32.463313; 0.382; 0.222;13.412; 0.040;14.274; 0.033

2909;;;;;;;;;

2910;;;;;;;;;

2911;;;;;;;;;

2912                                    ;27909789;264.848268;-32.464184; 0.697; 0.450;14.518; 0.028;16.981; 0.073

2913;;;;;;;;;

2914;;;;;;;;;

2915;;;;;;;;;

2916;;;;;;;;;

2917;;;;;;;;;

2918;;;;;;;;;

2919;;;;;;;;;

2920;;;;;;;;;

2921                                    ;27909720;264.912122;-32.465542; 1.371; 0.839;15.851; 0.054;16.837; 0.201

2922                                    ;27909718;264.905986;-32.465973; 0.733; 0.531;15.014; 0.039;15.961; 0.064

2923;;;;;;;;;

2924                                    ;27909568;265.163223;-32.467488; 0.355; 0.545;14.494; 0.038;15.436; 0.020

2925;;;;;;;;;

2926                                    ;27909731;264.996331;-32.466626; 0.659; 0.801;14.956; 0.050;15.940; 0.085

2927;;;;;;;;;

2928;;;;;;;;;

2929;;;;;;;;;

2930;;;;;;;;;

2931;;;;;;;;;

2932;;;;;;;;;

2933;;;;;;;;;

2934;;;;;;;;;

2935                                    ;27909521;265.242709;-32.469338; 0.587; 1.149;15.296; 0.011;17.436; 0.321

2936;;;;;;;;;

2937;;;;;;;;;

2938;;;;;;;;;

2939;;;;;;;;;

2940;;;;;;;;;

2941                                    ;27909567;265.145684;-32.469722; 0.528; 0.468;13.455; 0.022;14.522; 0.028

2942;;;;;;;;;

2943;;;;;;;;;

2944;;;;;;;;;

2945;;;;;;;;;

2946                                    ;27909518;265.228055;-32.470872; 0.329; 0.390;14.209; 0.036;15.155; 0.037

2947;;;;;;;;;

2948                                    ;27909792;264.874784;-32.469788; 0.314; 0.236;13.643; 0.034;14.578; 0.018

2949                                    ;27909586;265.132312;-32.471192; 0.487; 0.876;      ;      ;      ;

2950;;;;;;;;;

2951                                    ;27909779;264.792249;-32.469719; 0.261; 0.250;14.231; 0.023;15.176; 0.041

2952;;;;;;;;;

2953;;;;;;;;;

2954;;;;;;;;;

2955;;;;;;;;;

2956;;;;;;;;;

2957;;;;;;;;;

2958;;;;;;;;;

2959;;;;;;;;;

2960                                    ;27909569;265.169163;-32.473297; 0.315; 0.529;14.047; 0.028;14.881; 0.048

2961;;;;;;;;;

2962;;;;;;;;;

2963;;;;;;;;;

2964;;;;;;;;;

2965;;;;;;;;;

2966                                    ;27909565;265.188317;-32.473854; 0.231; 0.402;12.796; 0.035;13.601; 0.029

2967;;;;;;;;;

2968;;;;;;;;;

2969;;;;;;;;;

2970;;;;;;;;;

2971;;;;;;;;;

2972;;;;;;;;;

2973;;;;;;;;;

2974;;;;;;;;;

2975;;;;;;;;;

2976;;;;;;;;;

2977;;;;;;;;;

2978;;;;;;;;;

2979;;;;;;;;;

2980                                    ;27909730;264.989939;-32.475821; 0.372; 0.899;14.967; 0.032;16.315; 0.082

2981;;;;;;;;;

2982;;;;;;;;;

2983;;;;;;;;;

2984                                    ;27909729;264.985702;-32.476199; 0.749; 0.289;13.833; 0.000;16.002; 0.000

2985;;;;;;;;;

2986;;;;;;;;;

2987;;;;;;;;;

2988                                    ;27909517;265.286801;-32.477804; 0.532; 0.714;14.965; 0.050;15.724; 0.048

2989;;;;;;;;;

2990;;;;;;;;;

2991;;;;;;;;;

2992;;;;;;;;;

2993;;;;;;;;;

2994                                    ;27909801;264.775728;-32.476205; 0.727; 0.531;15.138; 0.046;16.204; 0.053

2995;;;;;;;;;

2996;;;;;;;;;

2997;;;;;;;;;

2998                                    ;27909546;265.297064;-32.479217; 0.719; 0.669;14.987; 0.050;16.075; 0.078

2999;;;;;;;;;

3000;;;;;;;;;

3001;;;;;;;;;

3002;;;;;;;;;

3003;;;;;;;;;

3004;;;;;;;;;

3005                                    ;27909564;265.185648;-32.479652; 0.244; 0.447;12.613; 0.024;13.370; 0.047

3006;;;;;;;;;

3007;;;;;;;;;

3008                                    ;27909476;265.073155;-32.480426; 0.777; 0.944;16.337; 0.000;17.735; 0.000

3009;;;;;;;;;

3010;;;;;;;;;

3011;;;;;;;;;

3012                                    ;27909745;264.941669;-32.480004; 0.523; 1.285;16.171; 0.000;18.928; 0.000

3013;;;;;;;;;

3014;;;;;;;;;

3015;;;;;;;;;

3016;;;;;;;;;

3017;;;;;;;;;

3018                                    ;27909519;265.235260;-32.482965; 0.411; 0.573;14.531; 0.032;15.230; 0.047

3019;;;;;;;;;

3020;;;;;;;;;

3021;;;;;;;;;

3022;;;;;;;;;

3023;;;;;;;;;

3024;;;;;;;;;

3025;;;;;;;;;

3026                                    ;27909778;264.786175;-32.483547; 0.794; 0.534;14.827; 0.037;16.035; 0.055

3027;;;;;;;;;

3028;;;;;;;;;

3029;;;;;;;;;

3030                                    ;27909781;264.802252;-32.484228; 0.546; 0.506;15.850; 0.000;16.976; 0.041

3031;;;;;;;;;

3032;;;;;;;;;

3033;;;;;;;;;

3034;;;;;;;;;

3035;;;;;;;;;

3036;;;;;;;;;

3037;;;;;;;;;

3038;;;;;;;;;

3039;;;;;;;;;

