_1;recno;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;Vmag;e_Vmag;Bmag;e_Bmag
 ; ;deg;deg;arcsec;arcsec;mag;mag;mag;mag
----------------------------------------;--------;----------;----------;------;------;------;------;------;------
1048;;;;;;;;;

1049                                    ;27924878;264.782571;-32.164602; 0.781; 0.626;15.885; 0.089;16.845; 0.000

1050;;;;;;;;;

1051                                    ;27924929;264.891829;-32.164688; 0.561; 0.718;14.345; 0.015;15.253; 0.020

1052;;;;;;;;;

1053;;;;;;;;;

1054                                    ;27910070;265.071049;-32.167068; 0.489; 0.786;      ;      ;      ;

1055;;;;;;;;;

1056;;;;;;;;;

1057;;;;;;;;;

1058;;;;;;;;;

1059;;;;;;;;;

1060;;;;;;;;;

1061;;;;;;;;;

1062;;;;;;;;;

1063;;;;;;;;;

1064;;;;;;;;;

1065;;;;;;;;;

1066;;;;;;;;;

1067;;;;;;;;;

1068                                    ;27924987;264.812974;-32.168625; 0.714; 0.910;      ;      ;      ;

1069;;;;;;;;;

1070                                    ;27911306;265.376713;-32.170374; 1.057; 1.067;16.256; 0.097;18.172; 0.562

1071                                    ;27911296;265.471615;-32.171242; 1.153; 1.058;16.489; 0.154;17.467; 0.310

1072;;;;;;;;;

1073                                    ;27924915;264.923621;-32.168982; 0.221; 0.231;12.440; 0.027;13.058; 0.015

1074;;;;;;;;;

1075;;;;;;;;;

1076;;;;;;;;;

1077;;;;;;;;;

1078                                    ;27911481;265.347123;-32.172238; 0.979; 0.862;15.488; 0.060;16.603; 0.046

1079                                    ;27910053;265.129363;-32.171437; 0.098; 0.225;12.508; 0.037;13.199; 0.030

1080;;;;;;;;;

1081;;;;;;;;;

1082                                    ;27911457;265.315297;-32.173450; 0.952; 0.686;15.578; 0.123;16.761; 0.017

1083                                    ;27924926;264.840838;-32.171364; 0.228; 0.242;13.455; 0.029;14.148; 0.029

1084;;;;;;;;;

1085;;;;;;;;;

1086;;;;;;;;;

1087;;;;;;;;;

1088;;;;;;;;;

1089                                    ;27911460;265.336959;-32.174974; 0.383; 0.482;14.489; 0.059;15.268; 0.029

1090                                    ;27924923;264.882499;-32.173272; 0.220; 0.281;14.250; 0.019;15.199; 0.034

1091;;;;;;;;;

1092                                    ;27910057;265.116072;-32.175952; 0.985; 1.072;15.699; 0.073;16.949; 0.103
1092                                    ;27910058;265.116506;-32.175885; 1.223; 1.071;15.658; 0.000;16.816; 0.084

1093;;;;;;;;;

1094                                    ;27911307;265.384781;-32.177821; 0.685; 1.245;      ;      ;      ;

1095;;;;;;;;;

1096;;;;;;;;;

1097;;;;;;;;;

1098                                    ;27924914;264.911800;-32.176387; 0.729; 0.577;15.556; 0.041;16.450; 0.060

1099;;;;;;;;;

1100                                    ;27911469;265.247250;-32.177645; 0.226; 0.404;13.775; 0.054;14.603; 0.022

1101                                    ;27911461;265.255033;-32.177853; 0.358; 1.074;      ;      ;      ;

1102;;;;;;;;;

1103;;;;;;;;;

1104;;;;;;;;;

1105;;;;;;;;;

1106                                    ;27911458;265.324719;-32.179147; 0.143; 0.331;13.357; 0.026;14.181; 0.015

1107;;;;;;;;;

1108;;;;;;;;;

1109;;;;;;;;;

1110                                    ;27924927;264.857497;-32.178288; 0.834; 0.343;      ;      ;      ;

1111;;;;;;;;;

1112;;;;;;;;;

1113;;;;;;;;;

1114;;;;;;;;;

1115                                    ;27924910;264.944924;-32.180013; 0.716; 0.882;14.545; 0.031;15.376; 0.043

1116                                    ;27911304;265.413060;-32.181405; 0.430; 0.786;14.769; 0.058;16.183; 0.032

1117;;;;;;;;;

1118;;;;;;;;;

1119                                    ;27911289;265.473566;-32.182238; 0.444; 0.580;14.847; 0.086;15.836; 0.035

1120;;;;;;;;;

1121;;;;;;;;;

1122                                    ;27911468;265.241990;-32.182737; 1.013; 1.565;16.081; 0.000;17.215; 0.175

1123;;;;;;;;;

1124;;;;;;;;;

1125;;;;;;;;;

1126;;;;;;;;;

1127;;;;;;;;;

1128;;;;;;;;;

1129                                    ;27924908;264.902422;-32.182257; 0.386; 0.607;      ;      ;      ;

1130;;;;;;;;;

1131                                    ;27924925;264.837606;-32.182398; 0.816; 0.946;15.706; 0.077;16.788; 0.198

1132                                    ;27924924;264.891291;-32.182945; 1.016; 0.450;      ;      ;      ;

1133                                    ;27911302;265.404142;-32.184539; 0.379; 0.748;14.514; 0.043;15.433; 0.048

1134;;;;;;;;;

1135;;;;;;;;;

1136;;;;;;;;;

1137                                    ;27910065;265.039263;-32.184617; 0.892; 0.878;15.295; 0.065;16.283; 0.084

1138                                    ;27924912;264.954619;-32.184776; 0.602; 1.015;      ;      ;      ;

1139                                    ;27911292;265.496667;-32.185898; 0.567; 0.898;14.921; 0.036;16.154; 0.062

1140;;;;;;;;;

1141;;;;;;;;;

1142;;;;;;;;;

1143;;;;;;;;;

1144                                    ;27911453;265.252470;-32.187355; 0.712; 0.876;14.980; 0.026;16.477; 0.118

1145;;;;;;;;;

1146;;;;;;;;;

1147;;;;;;;;;

1148;;;;;;;;;

1149;;;;;;;;;

1150;;;;;;;;;

1151;;;;;;;;;

1152;;;;;;;;;

1153;;;;;;;;;

1154;;;;;;;;;

1155;;;;;;;;;

1156;;;;;;;;;

1157                                    ;27911471;265.195978;-32.190246; 0.298; 0.973;12.563; 0.039;13.454; 0.017

1158                                    ;27911455;265.293039;-32.190683; 0.522; 0.703;14.889; 0.064;16.074; 0.084

1159                                    ;27911301;265.401103;-32.191011; 0.262; 0.386;13.539; 0.048;14.414; 0.016

1160;;;;;;;;;

1161                                    ;27924882;264.715277;-32.189172; 0.402; 0.365;14.260; 0.040;15.167; 0.041

1162                                    ;27924870;264.726475;-32.189261; 0.391; 0.350;14.119; 0.021;14.934; 0.034

1163;;;;;;;;;

1164;;;;;;;;;

1165                                    ;27911303;265.407782;-32.193044; 0.858; 0.714;15.799; 0.089;16.705; 0.064

1166;;;;;;;;;

1167                                    ;27924874;264.801225;-32.190743; 0.150; 0.351;12.755; 0.027;13.422; 0.027

1168;;;;;;;;;

1169;;;;;;;;;

1170;;;;;;;;;

1171                                    ;27911285;265.415544;-32.194862; 1.270; 0.962;16.379; 0.000;17.695; 0.000

1172                                    ;27911287;265.431273;-32.195004; 0.844; 0.984;16.211; 0.014;17.487; 0.249

1173                                    ;27910062;265.026923;-32.193821; 0.466; 0.437;14.360; 0.022;15.287; 0.062

1174;;;;;;;;;

1175;;;;;;;;;

1176;;;;;;;;;

1177;;;;;;;;;

1178;;;;;;;;;

1179                                    ;27911305;265.362318;-32.195447; 0.843; 0.748;15.788; 0.000;17.417; 0.000

1180;;;;;;;;;

1181                                    ;27924911;264.950493;-32.194102; 1.194; 1.400;15.991; 0.118;17.022; 0.118

1182;;;;;;;;;

1183;;;;;;;;;

1184                                    ;27924909;264.933748;-32.194490; 0.283; 0.388;14.671; 0.052;15.549; 0.030

1185;;;;;;;;;

1186                                    ;27911456;265.310942;-32.196868; 0.193; 0.354;13.821; 0.055;14.600; 0.022

1187;;;;;;;;;

1188;;;;;;;;;

1189;;;;;;;;;

1190;;;;;;;;;

1191;;;;;;;;;

1192;;;;;;;;;

1193;;;;;;;;;

1194                                    ;27924873;264.787613;-32.196467; 0.404; 0.603;13.718; 0.013;14.593; 0.006

1195;;;;;;;;;

1196;;;;;;;;;

1197;;;;;;;;;

1198                                    ;27911275;265.347025;-32.199975; 0.771; 1.711;16.290; 0.000;17.210; 0.000

1199;;;;;;;;;

1200;;;;;;;;;

1201;;;;;;;;;

1202;;;;;;;;;

1203;;;;;;;;;

1204                                    ;27924819;264.822510;-32.199480; 1.319; 1.447;16.580; 0.041;17.978; 0.052

1205;;;;;;;;;

1206;;;;;;;;;

1207;;;;;;;;;

1208                                    ;27909969;265.165671;-32.201005; 0.709; 0.663;15.130; 0.055;15.969; 0.092

1209;;;;;;;;;

1210;;;;;;;;;

1211;;;;;;;;;

1212;;;;;;;;;

1213;;;;;;;;;

1214                                    ;27924817;264.792692;-32.199892; 0.934; 0.977;13.891; 0.026;14.625; 0.077

1215;;;;;;;;;

1216                                    ;27911286;265.419628;-32.203212; 0.709; 0.783;16.199; 0.000;17.286; 0.131

1217;;;;;;;;;

1218;;;;;;;;;

1219;;;;;;;;;

1220;;;;;;;;;

1221;;;;;;;;;

1222;;;;;;;;;

1223;;;;;;;;;

1224;;;;;;;;;

1225;;;;;;;;;

1226;;;;;;;;;

1227                                    ;27910047;265.063850;-32.204576; 1.098; 1.376;16.175; 0.000;17.839; 0.000

1228                                    ;27924818;264.801927;-32.203462; 0.568; 0.589;14.518; 0.026;15.300; 0.014

1229;;;;;;;;;

1230                                    ;27924871;264.732234;-32.204088; 1.286; 1.211;16.644; 0.000;18.323; 0.000

1231;;;;;;;;;

1232;;;;;;;;;

1233;;;;;;;;;

1234;;;;;;;;;

1235                                    ;27911465;265.207112;-32.206672; 0.340; 0.491;14.461; 0.042;15.662; 0.039

1236;;;;;;;;;

1237;;;;;;;;;

1238;;;;;;;;;

1239                                    ;27910031;264.983510;-32.206106; 0.230; 0.209;12.662; 0.031;13.303; 0.025

1240;;;;;;;;;

1241                                    ;27909967;265.143731;-32.207497; 1.541; 0.484;14.807; 0.112;15.905; 0.075

1242                                    ;27924872;264.761943;-32.205716; 0.557; 1.098;15.400; 0.067;16.527; 0.092

1243;;;;;;;;;

1244;;;;;;;;;

1245;;;;;;;;;

1246                                    ;27924903;264.930384;-32.206869; 0.542; 0.800;15.406; 0.024;16.293; 0.054

1247;;;;;;;;;

1248                                    ;27911454;265.286407;-32.208908; 1.435; 0.836;15.777; 0.000;17.322; 0.126

1249                                    ;27924907;264.897768;-32.207497; 0.252; 0.172;14.036; 0.030;15.015; 0.043

1250;;;;;;;;;

1251;;;;;;;;;

1252;;;;;;;;;

1253                                    ;27911283;265.407406;-32.209686; 0.435; 0.588;13.879; 0.032;15.806; 0.023

1254;;;;;;;;;

1255;;;;;;;;;

1256                                    ;27911449;265.280586;-32.209737; 0.607; 0.614;14.761; 0.040;15.616; 0.055

1257;;;;;;;;;

1258                                    ;27911448;265.273803;-32.210728; 0.886; 0.876;14.946; 0.014;16.530; 0.013

1259;;;;;;;;;

1260;;;;;;;;;

1261;;;;;;;;;

1262;;;;;;;;;

1263                                    ;27924815;264.795019;-32.209086; 0.562; 0.536;15.084; 0.040;15.992; 0.046

1264;;;;;;;;;

1265;;;;;;;;;

1266;;;;;;;;;

1267;;;;;;;;;

1268;;;;;;;;;

1269                                    ;27911298;265.378164;-32.211837; 0.586; 0.598;14.279; 0.045;15.941; 0.073

1270;;;;;;;;;

1271;;;;;;;;;

1272;;;;;;;;;

1273                                    ;27911290;265.478036;-32.212208; 0.268; 0.513;13.646; 0.015;14.587; 0.029

1274;;;;;;;;;

1275;;;;;;;;;

1276;;;;;;;;;

1277                                    ;27924820;264.821515;-32.211555; 0.997; 1.643;16.222; 0.020;17.276; 0.157

1278;;;;;;;;;

1279;;;;;;;;;

1280;;;;;;;;;

1281                                    ;27911279;265.437739;-32.214385; 0.271; 0.397;13.955; 0.038;14.879; 0.039

1282                                    ;27909964;265.181138;-32.214490; 0.219; 0.379;14.122; 0.032;15.036; 0.043

1283                                    ;27909968;265.151958;-32.215010; 0.554; 0.973;14.173; 0.040;15.086; 0.036

1284                                    ;27911276;265.348511;-32.215023; 1.241; 0.385;14.336; 0.074;15.041; 0.030

1285                                    ;27911282;265.405791;-32.215835; 0.696; 1.052;      ;      ;      ;

1286;;;;;;;;;

1287;;;;;;;;;

1288;;;;;;;;;

1289;;;;;;;;;

1290;;;;;;;;;

1291;;;;;;;;;

1292;;;;;;;;;

1293;;;;;;;;;

1294;;;;;;;;;

1295;;;;;;;;;

1296;;;;;;;;;

1297;;;;;;;;;

1298;;;;;;;;;

1299                                    ;27911273;265.329874;-32.217656; 0.648; 0.494;14.062; 0.039;14.747; 0.017

1300;;;;;;;;;

1301                                    ;27910025;264.952506;-32.217433; 1.188; 1.039;15.830; 0.072;      ;
1301                                    ;27910026;264.952911;-32.217034; 1.102; 0.570;15.895; 0.139;16.931; 0.031

1302                                    ;27910038;265.096303;-32.217771; 0.916; 0.628;14.906; 0.039;15.906; 0.103

1303;;;;;;;;;

1304;;;;;;;;;

1305;;;;;;;;;

1306;;;;;;;;;

1307;;;;;;;;;

1308                                    ;27924868;264.721235;-32.216927; 1.375; 0.827;      ;      ;      ;
1308                                    ;27924869;264.721343;-32.216240; 0.874; 0.076;      ;      ;      ;

1309                                    ;27910039;265.105181;-32.219065; 0.221; 0.365;      ;      ;      ;

1310;;;;;;;;;

1311                                    ;27911281;265.467937;-32.220309; 0.424; 0.414;15.295; 0.000;17.012; 0.000

1312;;;;;;;;;

1313;;;;;;;;;

1314;;;;;;;;;

1315;;;;;;;;;

1316                                    ;27924904;264.866518;-32.219174; 0.352; 1.095;      ;      ;      ;

1317;;;;;;;;;

1318;;;;;;;;;

1319;;;;;;;;;

1320;;;;;;;;;

1321;;;;;;;;;

1322;;;;;;;;;

1323;;;;;;;;;

1324                                    ;27911271;265.374431;-32.221906; 0.297; 0.433;13.883; 0.045;15.598; 0.055

1325;;;;;;;;;

1326;;;;;;;;;

1327;;;;;;;;;

1328;;;;;;;;;

1329;;;;;;;;;

1330;;;;;;;;;

1331;;;;;;;;;

1332;;;;;;;;;

1333;;;;;;;;;

1334;;;;;;;;;

1335                                    ;27911274;265.334696;-32.226191; 0.727; 0.731;15.796; 0.079;16.828; 0.086

1336                                    ;27909965;265.126437;-32.225690; 0.756; 0.829;15.051; 0.055;15.953; 0.055

1337;;;;;;;;;

1338;;;;;;;;;

1339;;;;;;;;;

1340;;;;;;;;;

1341                                    ;27910027;264.955984;-32.226870; 1.026; 0.990;16.014; 0.148;17.513; 0.000

1342;;;;;;;;;

1343;;;;;;;;;

1344;;;;;;;;;

1345                                    ;27910029;264.981868;-32.228122; 1.457; 0.612;14.857; 0.088;15.730; 0.052
1345                                    ;27910030;264.982003;-32.228093; 1.053; 0.608;14.880; 0.008;15.671; 0.099

1346;;;;;;;;;

1347;;;;;;;;;

1348;;;;;;;;;

1349                                    ;27924813;264.809349;-32.227497; 0.807; 0.496;15.051; 0.048;16.181; 0.037

1350;;;;;;;;;

1351;;;;;;;;;

1352;;;;;;;;;

1353;;;;;;;;;

1354;;;;;;;;;

1355                                    ;27910028;264.974457;-32.229492; 1.057; 0.418;      ;      ;      ;

1356;;;;;;;;;

1357;;;;;;;;;

1358;;;;;;;;;

1359;;;;;;;;;

1360;;;;;;;;;

1361                                    ;27911270;265.369514;-32.231806; 1.005; 1.419;16.615; 0.000;17.884; 0.211

1362;;;;;;;;;

1363;;;;;;;;;

1364;;;;;;;;;

1365;;;;;;;;;

1366                                    ;27924866;264.729060;-32.229417; 0.250; 0.363;14.121; 0.025;14.971; 0.018

1367;;;;;;;;;

1368;;;;;;;;;

1369;;;;;;;;;

1370                                    ;27924902;264.915776;-32.230730; 0.299; 0.276;13.395; 0.036;14.471; 0.021

1371;;;;;;;;;

1372;;;;;;;;;

1373;;;;;;;;;

1374;;;;;;;;;

1375;;;;;;;;;

1376;;;;;;;;;

1377;;;;;;;;;

1378;;;;;;;;;

1379                                    ;27911266;265.289202;-32.234159; 0.242; 0.263;12.566; 0.029;13.303; 0.031

1380                                    ;27911269;265.358786;-32.234941; 0.587; 1.250;16.124; 0.000;17.252; 0.000

1381;;;;;;;;;

1382;;;;;;;;;

1383;;;;;;;;;

1384                                    ;27910023;265.013243;-32.234281; 0.567; 0.567;14.447; 0.030;15.422; 0.076

1385;;;;;;;;;

1386;;;;;;;;;

1387;;;;;;;;;

1388                                    ;27911253;265.387420;-32.236311; 1.402; 0.868;      ;      ;      ;

1389                                    ;27910042;265.048687;-32.235265; 0.228; 0.948;13.884; 0.031;14.591; 0.020

1390;;;;;;;;;

1391;;;;;;;;;

1392;;;;;;;;;

1393;;;;;;;;;

1394;;;;;;;;;

1395;;;;;;;;;

1396                                    ;27909959;265.134790;-32.237180; 0.304; 0.367;14.029; 0.037;14.960; 0.040

1397                                    ;27911272;265.318443;-32.238120; 0.821; 0.879;15.326; 0.034;16.178; 0.095

1398;;;;;;;;;

1399;;;;;;;;;

1400;;;;;;;;;

1401                                    ;27910021;265.006825;-32.237231; 0.977; 0.750;14.888; 0.060;15.968; 0.070

1402                                    ;27910014;264.942976;-32.237096; 0.134; 0.193;12.659; 0.026;13.332; 0.023

1403;;;;;;;;;

1404                                    ;27924816;264.798853;-32.237377; 0.541; 0.703;15.342; 0.038;16.243; 0.039

1405;;;;;;;;;

1406;;;;;;;;;

1407;;;;;;;;;

1408;;;;;;;;;

1409;;;;;;;;;

1410;;;;;;;;;

1411;;;;;;;;;

1412;;;;;;;;;

1413                                    ;27911277;265.417328;-32.240692; 0.261; 0.426;13.131; 0.043;13.765; 0.033

1414                                    ;27910024;265.016077;-32.239945; 0.437; 0.438;14.276; 0.011;15.269; 0.053

1415;;;;;;;;;

1416;;;;;;;;;

1417;;;;;;;;;

1418;;;;;;;;;

1419                                    ;27911257;265.403039;-32.242542; 0.526; 0.713;14.968; 0.036;15.721; 0.053

1420;;;;;;;;;

1421;;;;;;;;;

1422;;;;;;;;;

1423;;;;;;;;;

1424;;;;;;;;;

1425;;;;;;;;;

1426                                    ;27924865;264.720751;-32.240792; 0.317; 0.448;14.237; 0.025;15.143; 0.034

1427;;;;;;;;;

1428;;;;;;;;;

1429;;;;;;;;;

1430;;;;;;;;;

1431                                    ;27924814;264.827859;-32.241682; 0.155; 0.264;12.350; 0.033;12.969; 0.021

1432                                    ;27911267;265.289898;-32.244323; 1.422; 1.175;16.262; 0.000;17.908; 0.248

1433;;;;;;;;;

1434;;;;;;;;;

1435;;;;;;;;;

1436;;;;;;;;;

1437;;;;;;;;;

1438                                    ;27924802;264.859014;-32.243490; 1.213; 1.195;16.073; 0.043;16.981; 0.034

1439                                    ;27910017;264.981177;-32.243705; 0.244; 0.241;13.805; 0.031;14.430; 0.029

1440                                    ;27909958;265.130220;-32.244662; 1.049; 0.719;14.905; 0.060;15.709; 0.054

1441;;;;;;;;;

1442;;;;;;;;;

1443;;;;;;;;;

1444                                    ;27911214;265.477558;-32.245930; 1.001; 0.591;15.049; 0.044;15.853; 0.053

1445;;;;;;;;;

1446;;;;;;;;;

1447;;;;;;;;;

1448;;;;;;;;;

1449;;;;;;;;;

1450;;;;;;;;;

1451;;;;;;;;;

1452                                    ;27910016;264.949466;-32.245697; 1.162; 1.007;      ;      ;      ;

1453                                    ;27910013;264.932465;-32.245931; 0.717; 0.612;15.261; 0.051;16.424; 0.055

1454                                    ;27909937;265.233911;-32.246971; 0.614; 0.626;14.486; 0.065;15.520; 0.024

1455;;;;;;;;;

1456;;;;;;;;;

1457                                    ;27924899;264.899812;-32.246278; 0.166; 0.214;12.794; 0.035;13.481; 0.019

1458;;;;;;;;;

1459;;;;;;;;;

1460;;;;;;;;;

1461;;;;;;;;;

1462;;;;;;;;;

1463                                    ;27911278;265.433842;-32.249615; 1.314; 0.691;16.438; 0.016;17.225; 0.115

1464                                    ;27924810;264.754399;-32.247275; 0.445; 0.754;14.848; 0.041;15.657; 0.077

1465;;;;;;;;;

1466;;;;;;;;;

1467;;;;;;;;;

1468                                    ;27910036;265.080544;-32.249750; 0.577; 0.247;      ;      ;      ;

1469;;;;;;;;;

1470;;;;;;;;;

1471;;;;;;;;;

1472;;;;;;;;;

1473;;;;;;;;;

1474;;;;;;;;;

1475;;;;;;;;;

1476                                    ;27924803;264.867205;-32.249929; 0.274; 0.742;14.264; 0.022;15.035; 0.042

1477;;;;;;;;;

1478;;;;;;;;;

1479;;;;;;;;;

1480;;;;;;;;;

1481                                    ;27911447;265.266318;-32.252179; 0.263; 1.202;      ;      ;      ;

1482;;;;;;;;;

1483                                    ;27911445;265.259552;-32.252635; 1.593; 0.540;15.092; 0.030;      ;

1484                                    ;27911254;265.389118;-32.252975; 0.321; 0.250;13.428; 0.026;14.010; 0.041

1485;;;;;;;;;

1486;;;;;;;;;

1487                                    ;27924801;264.847939;-32.251735; 0.623; 0.628;15.014; 0.047;15.955; 0.115

1488                                    ;27910005;264.964291;-32.252620; 0.247; 0.179;13.718; 0.028;14.546; 0.055

1489;;;;;;;;;

1490;;;;;;;;;

1491                                    ;27909961;265.171256;-32.254686; 0.404; 0.418;      ;      ;      ;

1492;;;;;;;;;

1493                                    ;27909999;265.029215;-32.255014; 0.503; 1.008;      ;      ;17.177; 0.000

1494;;;;;;;;;

1495;;;;;;;;;

1496;;;;;;;;;

1497                                    ;27910015;264.943176;-32.255046; 0.816; 0.760;15.380; 0.060;16.208; 0.084

1498;;;;;;;;;

1499;;;;;;;;;

1500;;;;;;;;;

1501;;;;;;;;;

1502;;;;;;;;;

1503                                    ;27911265;265.281848;-32.257420; 1.417; 0.612;      ;      ;      ;

1504;;;;;;;;;

1505;;;;;;;;;

1506                                    ;27924807;264.751817;-32.255370; 1.054; 0.808;15.828; 0.000;16.810; 0.000

1507;;;;;;;;;

1508;;;;;;;;;

1509;;;;;;;;;

1510;;;;;;;;;

1511                                    ;27910010;264.928595;-32.257592; 0.500; 0.712;15.980; 0.000;17.008; 0.000

1512                                    ;27910006;264.970331;-32.257545; 0.161; 0.242;13.558; 0.028;14.464; 0.036

1513;;;;;;;;;

1514;;;;;;;;;

1515;;;;;;;;;

1516                                    ;27911260;265.313064;-32.259659; 0.483; 0.468;13.922; 0.035;14.542; 0.028

1517                                    ;27910004;264.960917;-32.259073; 0.944; 0.758;15.877; 0.000;16.865; 0.084

1518;;;;;;;;;

1519                                    ;27911245;265.407264;-32.260985; 0.523; 1.848;      ;      ;      ;
1519                                    ;27911246;265.407668;-32.260604; 0.919; 0.580;16.321; 0.000;17.543; 0.000

1520;;;;;;;;;

1521;;;;;;;;;

1522;;;;;;;;;

1523;;;;;;;;;

1524;;;;;;;;;

1525                                    ;27911264;265.273774;-32.260916; 0.607; 0.607;14.481; 0.024;15.973; 0.118

1526;;;;;;;;;

1527                                    ;27924900;264.908148;-32.259807; 0.248; 0.277;13.365; 0.029;14.257; 0.051

1528;;;;;;;;;

1529                                    ;27911248;265.347763;-32.261936; 1.172; 0.856;15.861; 0.118;17.017; 0.076

1530;;;;;;;;;

1531;;;;;;;;;

1532;;;;;;;;;

1533;;;;;;;;;

1534                                    ;27924800;264.833923;-32.260668; 0.729; 0.709;15.497; 0.049;16.829; 0.161

1535                                    ;27909956;265.115644;-32.262400; 0.438; 1.583;16.240; 0.000;17.677; 0.216

1536                                    ;27909935;265.214040;-32.262401; 0.823; 0.869;15.703; 0.029;16.564; 0.124

1537;;;;;;;;;

1538;;;;;;;;;

1539;;;;;;;;;

1540;;;;;;;;;

1541;;;;;;;;;

1542;;;;;;;;;

1543;;;;;;;;;

1544;;;;;;;;;

1545                                    ;27911251;265.380648;-32.264800; 0.210; 0.066;      ;      ;      ;

1546                                    ;27911206;265.479966;-32.265203; 0.555; 0.627;15.217; 0.032;17.620; 0.160

1547                                    ;27909940;265.192696;-32.264728; 1.232; 0.895;15.196; 0.058;16.361; 0.011
1547                                    ;27909941;265.192728;-32.264702; 0.801; 0.808;15.261; 0.060;16.481; 0.000

1548;;;;;;;;;

1549;;;;;;;;;

1550;;;;;;;;;

1551;;;;;;;;;

1552;;;;;;;;;

1553;;;;;;;;;

1554;;;;;;;;;

1555;;;;;;;;;

1556;;;;;;;;;

1557;;;;;;;;;

1558;;;;;;;;;

1559;;;;;;;;;

1560;;;;;;;;;

1561;;;;;;;;;

1562;;;;;;;;;

1563                                    ;27910008;264.974304;-32.265867; 1.165; 0.888;16.100; 0.011;17.415; 0.272

1564;;;;;;;;;

1565;;;;;;;;;

1566;;;;;;;;;

1567;;;;;;;;;

1568;;;;;;;;;

1569                                    ;27909943;265.200931;-32.267230; 0.521; 0.370;14.109; 0.038;14.865; 0.039

1570;;;;;;;;;

1571;;;;;;;;;

1572;;;;;;;;;

1573;;;;;;;;;

1574;;;;;;;;;

1575                                    ;27909989;265.049474;-32.268475; 1.382; 0.777;13.603; 0.000;      ;

1576;;;;;;;;;

1577;;;;;;;;;

1578;;;;;;;;;

1579;;;;;;;;;

1580;;;;;;;;;

1581                                    ;27911249;265.360517;-32.269803; 0.352; 0.513;13.633; 0.035;14.781; 0.029

1582;;;;;;;;;

1583;;;;;;;;;

1584;;;;;;;;;

1585;;;;;;;;;

1586;;;;;;;;;

1587                                    ;27924809;264.757175;-32.269078; 0.322; 0.487;14.500; 0.030;15.584; 0.087

1588;;;;;;;;;

1589;;;;;;;;;

1590;;;;;;;;;

1591;;;;;;;;;

1592;;;;;;;;;

1593;;;;;;;;;

1594                                    ;27909927;265.163371;-32.271937; 0.253; 0.482;14.681; 0.034;15.516; 0.047

1595;;;;;;;;;

1596                                    ;27911262;265.319832;-32.272677; 0.603; 0.798;15.213; 0.065;16.368; 0.068

1597                                    ;27911209;265.443356;-32.272890; 0.302; 0.430;14.080; 0.053;15.048; 0.046

1598;;;;;;;;;

1599                                    ;27910012;264.939974;-32.272261; 0.190; 0.237;12.857; 0.036;13.531; 0.018

1600;;;;;;;;;

1601;;;;;;;;;

1602;;;;;;;;;

1603;;;;;;;;;

1604;;;;;;;;;

1605;;;;;;;;;

1606;;;;;;;;;

1607                                    ;27909917;265.076054;-32.274363; 0.397; 0.304;13.727; 0.050;14.545; 0.033

1608;;;;;;;;;

1609;;;;;;;;;

1610                                    ;27909986;265.043451;-32.274457; 0.467; 0.756;13.332; 0.037;15.130; 0.058

1611;;;;;;;;;

1612;;;;;;;;;

1613;;;;;;;;;

1614;;;;;;;;;

1615;;;;;;;;;

1616;;;;;;;;;

1617;;;;;;;;;

1618;;;;;;;;;

1619                                    ;27909996;265.015672;-32.276486; 0.268; 0.376;13.566; 0.010;14.376; 0.037

1620;;;;;;;;;

1621;;;;;;;;;

1622                                    ;27909995;265.003516;-32.276971; 0.721; 1.296;      ;      ;      ;

1623;;;;;;;;;

1624                                    ;27911241;265.391103;-32.278694; 0.241; 0.435;13.635; 0.055;14.342; 0.035

1625;;;;;;;;;

1626;;;;;;;;;

1627;;;;;;;;;

1628                                    ;27909934;265.217655;-32.278549; 0.250; 0.315;13.099; 0.036;13.757; 0.035

1629;;;;;;;;;

1630;;;;;;;;;

1631;;;;;;;;;

1632;;;;;;;;;

1633;;;;;;;;;

1634;;;;;;;;;

1635;;;;;;;;;

1636;;;;;;;;;

1637;;;;;;;;;

1638;;;;;;;;;

1639;;;;;;;;;

1640                                    ;27910009;264.927880;-32.279952; 0.283; 0.440;14.265; 0.039;15.212; 0.024

1641;;;;;;;;;

1642;;;;;;;;;

